"Ch1","Ch2","Ch3","Ch4","No"
0.056,0.328,0.542,0.074,12822
0.124,0.43,0.09,0.356,12823
0.176,0.068,0.186,0.57,12824
0.088,0.2,0.6,0.112,12825
0.306,0.108,0.132,0.454,12826
0.102,0.092,0.55,0.256,12827
0.18,0.63,0.044,0.146,12828
0.242,0.146,0.292,0.32,12829
0.1,0.146,0.392,0.362,12830
0.1,0.55,0.128,0.222,12831
0.25,0.098,0.102,0.55,12832
0.12,0.414,0.148,0.318,12833
0.126,0.442,0.132,0.3,12834
0.372,0.13,0.112,0.386,12835
0.104,0.224,0.186,0.486,12836
0.13,0.128,0.26,0.482,12837
0.168,0.6,0.09,0.142,12838
0.124,0.42,0.09,0.366,12839
0.14,0.284,0.1,0.476,12840
0.144,0.298,0.1,0.458,12841
0.564,0.156,0.114,0.166,12842
0.11,0.318,0.252,0.32,12843
0.26,0.13,0.296,0.314,12844
0.258,0.158,0.164,0.42,12845
0.124,0.29,0.202,0.384,12846
0.098,0.248,0.21,0.444,12847
0.424,0.14,0.286,0.15,12848
0.172,0.466,0.206,0.156,12849
0.54,0.078,0.142,0.24,12850
0.122,0.366,0.254,0.258,12851
0.462,0.082,0.198,0.258,12852
0.172,0.132,0.406,0.29,12853
0.354,0.146,0.312,0.188,12854
0.386,0.126,0.1,0.388,12855
0.182,0.152,0.206,0.46,12856
0.324,0.14,0.182,0.354,12857
0.126,0.116,0.538,0.22,12858
0.126,0.456,0.218,0.2,12859
0.15,0.166,0.148,0.536,12860
0.142,0.124,0.434,0.3,12861
0.138,0.17,0.29,0.402,12862
0.104,0.176,0.45,0.27,12863
0.092,0.128,0.612,0.168,12864
0.136,0.65,0.066,0.148,12865
0.114,0.13,0.148,0.608,12866
0.062,0.406,0.188,0.344,12867
0.084,0.216,0.076,0.624,12868
0.076,0.096,0.514,0.314,12869
0.088,0.482,0.068,0.362,12870
0.074,0.474,0.128,0.324,12871
0.16,0.184,0.1,0.556,12872
0.138,0.28,0.108,0.474,12873
0.068,0.126,0.622,0.184,12874
0.076,0.484,0.12,0.32,12875
0.092,0.296,0.076,0.536,12876
0.502,0.166,0.066,0.266,12877
0.096,0.11,0.218,0.576,12878
0.14,0.716,0.082,0.062,12879
0.09,0.482,0.092,0.336,12880
0.056,0.67,0.168,0.106,12881
0.094,0.316,0.09,0.5,12882
0.09,0.13,0.582,0.198,12883
0.2,0.27,0.41,0.12,12884
0.282,0.132,0.086,0.5,12885
0.474,0.202,0.122,0.202,12886
0.184,0.14,0.502,0.174,12887
0.118,0.304,0.38,0.198,12888
0.172,0.448,0.13,0.25,12889
0.268,0.164,0.112,0.456,12890
0.116,0.544,0.192,0.148,12891
0.1,0.232,0.47,0.198,12892
0.11,0.14,0.106,0.644,12893
0.182,0.09,0.154,0.574,12894
0.14,0.302,0.144,0.414,12895
0.54,0.216,0.078,0.166,12896
0.148,0.31,0.152,0.39,12897
0.128,0.134,0.328,0.41,12898
0.126,0.464,0.078,0.332,12899
0.456,0.176,0.234,0.134,12900
0.408,0.126,0.13,0.336,12901
0.084,0.392,0.092,0.432,12902
0.096,0.154,0.186,0.564,12903
0.086,0.098,0.238,0.578,12904
0.44,0.14,0.1,0.32,12905
0.222,0.236,0.09,0.452,12906
0.052,0.092,0.076,0.78,12907
0.08,0.108,0.06,0.752,12908
0.244,0.112,0.056,0.588,12909
0.164,0.432,0.062,0.342,12910
0.09,0.134,0.238,0.538,12911
0.248,0.3,0.042,0.41,12912
0.136,0.512,0.232,0.12,12913
0.104,0.08,0.2,0.616,12914
0.078,0.378,0.086,0.458,12915
0.158,0.088,0.086,0.668,12916
0.384,0.26,0.058,0.298,12917
0.058,0.078,0.318,0.546,12918
0.084,0.318,0.096,0.502,12919
0.088,0.692,0.046,0.174,12920
0.504,0.134,0.128,0.234,12921
0.134,0.098,0.23,0.538,12922
0.598,0.08,0.138,0.184,12923
0.44,0.312,0.118,0.13,12924
0.25,0.15,0.324,0.276,12925
0.292,0.142,0.13,0.436,12926
0.142,0.25,0.486,0.122,12927
0.13,0.18,0.286,0.404,12928
0.182,0.27,0.392,0.156,12929
0.4,0.078,0.136,0.386,12930
0.146,0.154,0.186,0.514,12931
0.542,0.108,0.136,0.214,12932
0.164,0.204,0.152,0.48,12933
0.21,0.532,0.118,0.14,12934
0.16,0.502,0.11,0.228,12935
0.14,0.678,0.094,0.088,12936
0.218,0.5,0.086,0.196,12937
0.182,0.51,0.19,0.118,12938
0.572,0.124,0.158,0.146,12939
0.146,0.334,0.2,0.32,12940
0.09,0.476,0.09,0.344,12941
0.08,0.33,0.454,0.136,12942
0.106,0.256,0.342,0.296,12943
0.242,0.214,0.326,0.218,12944
0.208,0.37,0.164,0.258,12945
0.082,0.514,0.182,0.222,12946
0.428,0.25,0.112,0.21,12947
0.152,0.256,0.292,0.3,12948
0.114,0.576,0.07,0.24,12949
0.076,0.36,0.508,0.056,12950
0.116,0.284,0.438,0.162,12951
0.282,0.392,0.1,0.226,12952
0.276,0.248,0.234,0.242,12953
0.382,0.184,0.126,0.308,12954
0.1,0.486,0.276,0.138,12955
0.63,0.064,0.176,0.13,12956
0.238,0.42,0.278,0.064,12957
0.13,0.562,0.072,0.236,12958
0.064,0.416,0.07,0.45,12959
0.552,0.088,0.064,0.296,12960
0.1,0.136,0.104,0.66,12961
0.084,0.074,0.512,0.33,12962
0.266,0.1,0.102,0.532,12963
0.16,0.09,0.082,0.668,12964
0.068,0.088,0.768,0.076,12965
0.248,0.602,0.054,0.096,12966
0.114,0.108,0.128,0.65,12967
0.088,0.066,0.152,0.694,12968
0.272,0.494,0.066,0.168,12969
0.14,0.224,0.086,0.55,12970
0.11,0.142,0.082,0.666,12971
0.462,0.31,0.078,0.15,12972
0.46,0.07,0.068,0.402,12973
0.078,0.448,0.142,0.332,12974
0.146,0.062,0.192,0.6,12975
0.326,0.078,0.154,0.442,12976
0.514,0.086,0.078,0.322,12977
0.43,0.29,0.114,0.166,12978
0.094,0.49,0.36,0.056,12979
0.25,0.08,0.466,0.204,12980
0.136,0.478,0.112,0.274,12981
0.064,0.086,0.688,0.162,12982
0.642,0.196,0.08,0.082,12983
0.212,0.318,0.094,0.376,12984
0.472,0.364,0.056,0.108,12985
0.12,0.314,0.13,0.436,12986
0.198,0.176,0.226,0.4,12987
0.092,0.334,0.462,0.112,12988
0.312,0.09,0.12,0.478,12989
0.556,0.112,0.118,0.214,12990
0.098,0.556,0.14,0.206,12991
0.106,0.092,0.392,0.41,12992
0.212,0.082,0.504,0.202,12993
0.27,0.278,0.088,0.364,12994
0.32,0.13,0.112,0.438,12995
0.124,0.26,0.108,0.508,12996
0.322,0.178,0.114,0.386,12997
0.1,0.46,0.27,0.17,12998
0.17,0.136,0.332,0.362,12999
0.102,0.528,0.17,0.2,13000
0.24,0.14,0.414,0.206,13001
0.436,0.172,0.12,0.272,13002
0.274,0.15,0.37,0.206,13003
0.128,0.518,0.1,0.254,13004
0.134,0.518,0.108,0.24,13005
0.59,0.13,0.124,0.156,13006
0.112,0.224,0.434,0.23,13007
0.134,0.156,0.21,0.5,13008
0.178,0.546,0.116,0.16,13009
0.116,0.134,0.448,0.302,13010
0.12,0.382,0.296,0.202,13011
0.352,0.258,0.138,0.252,13012
0.318,0.158,0.11,0.414,13013
0.26,0.196,0.208,0.336,13014
0.212,0.322,0.114,0.352,13015
0.074,0.604,0.224,0.098,13016
0.252,0.268,0.4,0.08,13017
0.392,0.208,0.15,0.25,13018
0.598,0.13,0.148,0.124,13019
0.126,0.112,0.244,0.518,13020
0.092,0.496,0.222,0.19,13021
0.098,0.66,0.074,0.168,13022
0.124,0.138,0.606,0.132,13023
0.362,0.076,0.378,0.184,13024
0.44,0.162,0.132,0.266,13025
0.09,0.098,0.586,0.226,13026
0.178,0.126,0.604,0.092,13027
0.27,0.096,0.522,0.112,13028
0.086,0.172,0.194,0.548,13029
0.414,0.136,0.176,0.274,13030
0.1,0.168,0.362,0.37,13031
0.092,0.176,0.234,0.498,13032
0.384,0.078,0.322,0.216,13033
0.408,0.116,0.376,0.1,13034
0.122,0.17,0.222,0.486,13035
0.166,0.266,0.254,0.314,13036
0.098,0.536,0.292,0.074,13037
0.104,0.35,0.378,0.168,13038
0.112,0.312,0.296,0.28,13039
0.454,0.124,0.294,0.128,13040
0.196,0.228,0.308,0.268,13041
0.106,0.39,0.282,0.222,13042
0.2,0.388,0.164,0.248,13043
0.082,0.318,0.272,0.328,13044
0.134,0.328,0.228,0.31,13045
0.304,0.1,0.44,0.156,13046
0.488,0.126,0.106,0.28,13047
0.342,0.264,0.108,0.286,13048
0.104,0.51,0.204,0.182,13049
0.082,0.1,0.64,0.178,13050
0.422,0.136,0.162,0.28,13051
0.24,0.554,0.126,0.08,13052
0.112,0.328,0.334,0.226,13053
0.178,0.078,0.22,0.524,13054
0.388,0.162,0.084,0.366,13055
0.162,0.132,0.08,0.626,13056
0.602,0.06,0.078,0.26,13057
0.042,0.424,0.076,0.458,13058
0.052,0.3,0.186,0.462,13059
0.224,0.076,0.148,0.552,13060
0.076,0.358,0.112,0.454,13061
0.228,0.06,0.4,0.312,13062
0.094,0.052,0.424,0.43,13063
0.31,0.084,0.106,0.5,13064
0.282,0.366,0.152,0.2,13065
0.08,0.152,0.632,0.136,13066
0.046,0.474,0.16,0.32,13067
0.282,0.152,0.124,0.442,13068
0.632,0.182,0.068,0.118,13069
0.132,0.702,0.064,0.102,13070
0.07,0.092,0.42,0.418,13071
0.044,0.058,0.25,0.648,13072
0.224,0.27,0.33,0.176,13073
0.15,0.318,0.28,0.252,13074
0.128,0.448,0.316,0.108,13075
0.354,0.328,0.17,0.148,13076
0.106,0.28,0.36,0.254,13077
0.302,0.422,0.148,0.128,13078
0.108,0.218,0.526,0.148,13079
0.372,0.316,0.162,0.15,13080
0.104,0.376,0.344,0.176,13081
0.496,0.246,0.136,0.122,13082
0.118,0.37,0.396,0.116,13083
0.128,0.516,0.234,0.122,13084
0.176,0.316,0.24,0.268,13085
0.148,0.458,0.27,0.124,13086
0.476,0.122,0.26,0.142,13087
0.25,0.168,0.454,0.128,13088
0.162,0.342,0.278,0.218,13089
0.102,0.302,0.212,0.384,13090
0.276,0.364,0.27,0.09,13091
0.122,0.384,0.358,0.136,13092
0.416,0.328,0.102,0.154,13093
0.382,0.09,0.338,0.19,13094
0.102,0.434,0.23,0.234,13095
0.336,0.39,0.154,0.12,13096
0.092,0.16,0.598,0.15,13097
0.25,0.366,0.256,0.128,13098
0.078,0.366,0.4,0.156,13099
0.092,0.424,0.314,0.17,13100
0.386,0.202,0.21,0.202,13101
0.454,0.082,0.364,0.1,13102
0.368,0.22,0.296,0.116,13103
0.108,0.182,0.492,0.218,13104
0.114,0.598,0.092,0.196,13105
0.074,0.724,0.102,0.1,13106
0.346,0.256,0.258,0.14,13107
0.196,0.14,0.484,0.18,13108
0.164,0.154,0.51,0.172,13109
0.092,0.214,0.526,0.168,13110
0.302,0.142,0.25,0.306,13111
0.102,0.078,0.564,0.256,13112
0.266,0.524,0.08,0.13,13113
0.238,0.214,0.35,0.198,13114
0.124,0.168,0.462,0.246,13115
0.11,0.542,0.166,0.182,13116
0.266,0.216,0.14,0.378,13117
0.128,0.364,0.21,0.298,13118
0.08,0.374,0.26,0.286,13119
0.442,0.158,0.19,0.21,13120
0.14,0.21,0.278,0.372,13121
0.114,0.138,0.366,0.382,13122
0.16,0.558,0.124,0.158,13123
0.084,0.466,0.122,0.328,13124
0.134,0.368,0.12,0.378,13125
0.15,0.264,0.114,0.472,13126
0.488,0.14,0.162,0.21,13127
0.09,0.478,0.22,0.212,13128
0.256,0.164,0.406,0.174,13129
0.066,0.108,0.66,0.166,13130
0.572,0.168,0.09,0.17,13131
0.124,0.29,0.142,0.444,13132
0.226,0.326,0.132,0.316,13133
0.278,0.214,0.068,0.44,13134
0.096,0.678,0.108,0.118,13135
0.13,0.1,0.5,0.27,13136
0.072,0.224,0.35,0.354,13137
0.198,0.134,0.232,0.436,13138
0.224,0.322,0.1,0.354,13139
0.088,0.252,0.412,0.248,13140
0.086,0.77,0.066,0.078,13141
0.074,0.232,0.292,0.402,13142
0.154,0.382,0.354,0.11,13143
0.11,0.338,0.414,0.138,13144
0.156,0.316,0.234,0.294,13145
0.074,0.324,0.482,0.12,13146
0.306,0.258,0.09,0.346,13147
0.442,0.074,0.222,0.262,13148
0.144,0.252,0.346,0.258,13149
0.152,0.14,0.588,0.12,13150
0.214,0.14,0.344,0.302,13151
0.354,0.206,0.134,0.306,13152
0.224,0.392,0.088,0.296,13153
0.09,0.152,0.486,0.272,13154
0.312,0.346,0.074,0.268,13155
0.116,0.128,0.43,0.326,13156
0.49,0.134,0.284,0.092,13157
0.112,0.282,0.288,0.318,13158
0.142,0.412,0.282,0.164,13159
0.302,0.272,0.096,0.33,13160
0.22,0.112,0.48,0.188,13161
0.27,0.238,0.234,0.258,13162
0.248,0.136,0.282,0.334,13163
0.234,0.192,0.19,0.384,13164
0.116,0.522,0.12,0.242,13165
0.136,0.374,0.214,0.276,13166
0.19,0.238,0.212,0.36,13167
0.158,0.086,0.606,0.15,13168
0.086,0.198,0.618,0.098,13169
0.078,0.218,0.6,0.104,13170
0.268,0.12,0.194,0.418,13171
0.092,0.558,0.086,0.264,13172
0.076,0.054,0.738,0.132,13173
0.53,0.104,0.224,0.142,13174
0.408,0.108,0.262,0.222,13175
0.386,0.436,0.058,0.12,13176
0.612,0.098,0.084,0.206,13177
0.498,0.104,0.236,0.162,13178
0.1,0.102,0.384,0.414,13179
0.246,0.128,0.056,0.57,13180
0.548,0.1,0.082,0.27,13181
0.048,0.33,0.508,0.114,13182
0.07,0.132,0.638,0.16,13183
0.176,0.092,0.404,0.328,13184
0.48,0.098,0.312,0.11,13185
0.096,0.512,0.146,0.246,13186
0.082,0.134,0.49,0.294,13187
0.314,0.324,0.19,0.172,13188
0.458,0.21,0.22,0.112,13189
0.164,0.048,0.61,0.178,13190
0.306,0.378,0.242,0.074,13191
0.362,0.222,0.146,0.27,13192
0.102,0.408,0.224,0.266,13193
0.288,0.524,0.058,0.13,13194
0.542,0.094,0.212,0.152,13195
0.394,0.188,0.12,0.298,13196
0.088,0.334,0.49,0.088,13197
0.272,0.218,0.386,0.124,13198
0.032,0.556,0.31,0.102,13199
0.426,0.274,0.248,0.052,13200
0.446,0.178,0.116,0.26,13201
0.214,0.454,0.202,0.13,13202
0.032,0.314,0.322,0.332,13203
0.226,0.428,0.074,0.272,13204
0.362,0.23,0.282,0.126,13205
0.076,0.322,0.266,0.336,13206
0.244,0.072,0.502,0.182,13207
0.192,0.214,0.138,0.456,13208
0.17,0.458,0.122,0.25,13209
0.368,0.088,0.288,0.256,13210
0.114,0.138,0.166,0.582,13211
0.122,0.09,0.24,0.548,13212
0.132,0.196,0.284,0.388,13213
0.068,0.126,0.33,0.476,13214
0.074,0.094,0.496,0.336,13215
0.254,0.356,0.158,0.232,13216
0.52,0.07,0.116,0.294,13217
0.112,0.348,0.178,0.362,13218
0.142,0.414,0.124,0.32,13219
0.298,0.138,0.136,0.428,13220
0.484,0.072,0.096,0.348,13221
0.616,0.072,0.132,0.18,13222
0.126,0.468,0.278,0.128,13223
0.13,0.084,0.428,0.358,13224
0.132,0.148,0.546,0.174,13225
0.188,0.312,0.302,0.198,13226
0.114,0.4,0.142,0.344,13227
0.16,0.482,0.132,0.226,13228
0.118,0.13,0.356,0.396,13229
0.16,0.148,0.562,0.13,13230
0.112,0.102,0.606,0.18,13231
0.206,0.352,0.15,0.292,13232
0.396,0.252,0.156,0.196,13233
0.272,0.396,0.11,0.222,13234
0.106,0.456,0.154,0.284,13235
0.282,0.18,0.248,0.29,13236
0.134,0.392,0.182,0.292,13237
0.122,0.424,0.142,0.312,13238
0.154,0.198,0.372,0.276,13239
0.4,0.304,0.132,0.164,13240
0.194,0.208,0.16,0.438,13241
0.194,0.338,0.116,0.352,13242
0.122,0.202,0.396,0.28,13243
0.178,0.204,0.348,0.27,13244
0.38,0.114,0.124,0.382,13245
0.148,0.14,0.244,0.468,13246
0.444,0.146,0.146,0.264,13247
0.24,0.128,0.422,0.21,13248
0.31,0.118,0.464,0.108,13249
0.33,0.186,0.356,0.128,13250
0.112,0.59,0.078,0.22,13251
0.256,0.24,0.1,0.404,13252
0.272,0.168,0.112,0.448,13253
0.532,0.088,0.22,0.16,13254
0.254,0.152,0.43,0.164,13255
0.14,0.328,0.262,0.27,13256
0.356,0.144,0.306,0.194,13257
0.362,0.122,0.406,0.11,13258
0.16,0.17,0.132,0.538,13259
0.262,0.384,0.102,0.252,13260
0.08,0.324,0.356,0.24,13261
0.28,0.132,0.234,0.354,13262
0.328,0.104,0.122,0.446,13263
0.26,0.124,0.188,0.428,13264
0.176,0.092,0.41,0.322,13265
0.242,0.166,0.116,0.476,13266
0.656,0.122,0.084,0.138,13267
0.25,0.162,0.088,0.5,13268
0.512,0.148,0.08,0.26,13269
0.098,0.126,0.128,0.648,13270
0.21,0.152,0.518,0.12,13271
0.18,0.196,0.092,0.532,13272
0.112,0.184,0.156,0.548,13273
0.326,0.176,0.378,0.12,13274
0.676,0.104,0.08,0.14,13275
0.382,0.188,0.112,0.318,13276
0.528,0.196,0.11,0.166,13277
0.184,0.166,0.104,0.546,13278
0.156,0.27,0.12,0.454,13279
0.56,0.194,0.086,0.16,13280
0.186,0.518,0.092,0.204,13281
0.106,0.226,0.474,0.194,13282
0.128,0.21,0.28,0.382,13283
0.218,0.212,0.382,0.188,13284
0.53,0.234,0.08,0.156,13285
0.198,0.096,0.356,0.35,13286
0.102,0.19,0.532,0.176,13287
0.18,0.238,0.14,0.442,13288
0.298,0.212,0.14,0.35,13289
0.122,0.288,0.24,0.35,13290
0.166,0.242,0.168,0.424,13291
0.154,0.452,0.186,0.208,13292
0.158,0.218,0.112,0.512,13293
0.124,0.168,0.306,0.402,13294
0.248,0.176,0.216,0.36,13295
0.458,0.236,0.1,0.206,13296
0.094,0.576,0.086,0.244,13297
0.112,0.352,0.164,0.372,13298
0.47,0.184,0.176,0.17,13299
0.144,0.464,0.152,0.24,13300
0.188,0.23,0.268,0.314,13301
0.132,0.536,0.098,0.234,13302
0.132,0.124,0.19,0.554,13303
0.138,0.324,0.182,0.356,13304
0.15,0.136,0.16,0.554,13305
0.148,0.49,0.082,0.28,13306
0.1,0.228,0.208,0.464,13307
0.244,0.188,0.16,0.408,13308
0.13,0.11,0.356,0.404,13309
0.146,0.134,0.386,0.334,13310
0.116,0.166,0.226,0.492,13311
0.216,0.18,0.17,0.434,13312
0.376,0.146,0.11,0.368,13313
0.108,0.426,0.104,0.362,13314
0.132,0.398,0.078,0.392,13315
0.116,0.172,0.25,0.462,13316
0.162,0.308,0.088,0.442,13317
0.146,0.32,0.146,0.388,13318
0.152,0.352,0.146,0.35,13319
0.152,0.17,0.416,0.262,13320
0.22,0.444,0.15,0.186,13321
0.178,0.128,0.406,0.288,13322
0.174,0.278,0.21,0.338,13323
0.142,0.132,0.45,0.276,13324
0.152,0.518,0.15,0.18,13325
0.15,0.17,0.46,0.22,13326
0.136,0.37,0.19,0.304,13327
0.082,0.15,0.654,0.114,13328
0.212,0.428,0.144,0.216,13329
0.124,0.598,0.166,0.112,13330
0.122,0.158,0.602,0.118,13331
0.106,0.568,0.112,0.214,13332
0.172,0.564,0.15,0.114,13333
0.35,0.124,0.184,0.342,13334
0.168,0.172,0.398,0.262,13335
0.106,0.194,0.414,0.286,13336
0.214,0.164,0.442,0.18,13337
0.186,0.402,0.126,0.286,13338
0.198,0.126,0.586,0.09,13339
0.088,0.35,0.43,0.132,13340
0.13,0.14,0.57,0.16,13341
0.45,0.13,0.108,0.312,13342
0.342,0.14,0.362,0.156,13343
0.154,0.084,0.642,0.12,13344
0.434,0.136,0.15,0.28,13345
0.098,0.386,0.338,0.178,13346
0.152,0.108,0.19,0.55,13347
0.166,0.104,0.46,0.27,13348
0.198,0.106,0.564,0.132,13349
0.176,0.154,0.256,0.414,13350
0.136,0.122,0.416,0.326,13351
0.466,0.162,0.134,0.238,13352
0.542,0.122,0.108,0.228,13353
0.498,0.082,0.272,0.148,13354
0.06,0.4,0.352,0.188,13355
0.128,0.212,0.19,0.47,13356
0.12,0.416,0.252,0.212,13357
0.07,0.196,0.362,0.372,13358
0.138,0.294,0.094,0.474,13359
0.074,0.162,0.292,0.472,13360
0.088,0.088,0.684,0.14,13361
0.428,0.104,0.082,0.386,13362
0.086,0.09,0.568,0.256,13363
0.11,0.18,0.08,0.63,13364
0.222,0.106,0.084,0.588,13365
0.606,0.074,0.104,0.216,13366
0.128,0.17,0.098,0.604,13367
0.616,0.082,0.114,0.188,13368
0.156,0.314,0.09,0.44,13369
0.188,0.144,0.174,0.494,13370
0.704,0.108,0.062,0.126,13371
0.08,0.066,0.698,0.156,13372
0.286,0.142,0.286,0.286,13373
0.08,0.51,0.116,0.294,13374
0.212,0.404,0.108,0.276,13375
0.14,0.084,0.612,0.164,13376
0.102,0.49,0.118,0.29,13377
0.56,0.172,0.078,0.19,13378
0.1,0.596,0.144,0.16,13379
0.554,0.108,0.154,0.184,13380
0.31,0.208,0.316,0.166,13381
0.346,0.334,0.126,0.194,13382
0.21,0.356,0.272,0.162,13383
0.09,0.178,0.462,0.27,13384
0.334,0.386,0.14,0.14,13385
0.448,0.12,0.22,0.212,13386
0.134,0.236,0.432,0.198,13387
0.142,0.452,0.198,0.208,13388
0.134,0.31,0.39,0.166,13389
0.112,0.108,0.108,0.672,13390
0.256,0.3,0.156,0.288,13391
0.078,0.132,0.466,0.324,13392
0.086,0.572,0.082,0.26,13393
0.342,0.15,0.284,0.224,13394
0.14,0.52,0.102,0.238,13395
0.668,0.114,0.094,0.124,13396
0.444,0.15,0.17,0.236,13397
0.392,0.11,0.184,0.314,13398
0.134,0.13,0.506,0.23,13399
0.608,0.154,0.092,0.146,13400
0.096,0.192,0.616,0.096,13401
0.116,0.19,0.266,0.428,13402
0.086,0.144,0.482,0.288,13403
0.068,0.14,0.588,0.204,13404
0.274,0.196,0.274,0.256,13405
0.192,0.292,0.206,0.31,13406
0.138,0.336,0.14,0.386,13407
0.09,0.184,0.218,0.508,13408
0.136,0.418,0.19,0.256,13409
0.202,0.21,0.18,0.408,13410
0.12,0.326,0.352,0.202,13411
0.094,0.272,0.434,0.2,13412
0.108,0.454,0.158,0.28,13413
0.194,0.224,0.392,0.19,13414
0.418,0.084,0.346,0.152,13415
0.106,0.166,0.098,0.63,13416
0.108,0.12,0.1,0.672,13417
0.088,0.532,0.298,0.082,13418
0.074,0.478,0.318,0.13,13419
0.428,0.056,0.186,0.33,13420
0.114,0.398,0.044,0.444,13421
0.06,0.234,0.122,0.584,13422
0.066,0.134,0.602,0.198,13423
0.064,0.746,0.126,0.064,13424
0.622,0.112,0.068,0.198,13425
0.128,0.104,0.168,0.6,13426
0.628,0.124,0.088,0.16,13427
0.132,0.614,0.08,0.174,13428
0.636,0.094,0.112,0.158,13429
0.226,0.102,0.558,0.114,13430
0.17,0.31,0.068,0.452,13431
0.074,0.12,0.196,0.61,13432
0.086,0.084,0.214,0.616,13433
0.392,0.096,0.286,0.226,13434
0.098,0.236,0.238,0.428,13435
0.076,0.308,0.406,0.21,13436
0.424,0.1,0.312,0.164,13437
0.084,0.33,0.462,0.124,13438
0.09,0.388,0.094,0.428,13439
0.266,0.106,0.124,0.504,13440
0.154,0.1,0.26,0.486,13441
0.18,0.108,0.276,0.436,13442
0.306,0.108,0.402,0.184,13443
0.126,0.3,0.126,0.448,13444
0.108,0.244,0.092,0.556,13445
0.112,0.37,0.116,0.402,13446
0.088,0.324,0.306,0.282,13447
0.162,0.272,0.34,0.226,13448
0.102,0.466,0.3,0.132,13449
0.3,0.326,0.274,0.1,13450
0.102,0.434,0.086,0.378,13451
0.104,0.612,0.068,0.216,13452
0.148,0.184,0.192,0.476,13453
0.208,0.292,0.134,0.366,13454
0.12,0.32,0.324,0.236,13455
0.43,0.188,0.208,0.174,13456
0.134,0.326,0.22,0.32,13457
0.486,0.172,0.164,0.178,13458
0.448,0.234,0.148,0.17,13459
0.136,0.428,0.356,0.08,13460
0.214,0.222,0.208,0.356,13461
0.246,0.214,0.316,0.224,13462
0.484,0.196,0.236,0.084,13463
0.44,0.2,0.17,0.19,13464
0.154,0.49,0.114,0.242,13465
0.14,0.19,0.506,0.164,13466
0.144,0.148,0.228,0.48,13467
0.418,0.206,0.144,0.232,13468
0.188,0.366,0.168,0.278,13469
0.302,0.242,0.136,0.32,13470
0.408,0.192,0.196,0.204,13471
0.406,0.302,0.122,0.17,13472
0.124,0.216,0.486,0.174,13473
0.13,0.276,0.368,0.226,13474
0.17,0.434,0.214,0.182,13475
0.28,0.224,0.218,0.278,13476
0.242,0.44,0.074,0.244,13477
0.514,0.2,0.09,0.196,13478
0.114,0.452,0.212,0.222,13479
0.316,0.072,0.342,0.27,13480
0.072,0.292,0.178,0.458,13481
0.096,0.492,0.174,0.238,13482
0.138,0.078,0.57,0.214,13483
0.418,0.23,0.11,0.242,13484
0.124,0.078,0.528,0.27,13485
0.5,0.078,0.174,0.248,13486
0.438,0.098,0.204,0.26,13487
0.332,0.324,0.078,0.266,13488
0.218,0.32,0.236,0.226,13489
0.528,0.068,0.242,0.162,13490
0.526,0.156,0.118,0.2,13491
0.118,0.424,0.116,0.342,13492
0.11,0.166,0.39,0.334,13493
0.268,0.156,0.452,0.124,13494
0.172,0.202,0.152,0.474,13495
0.496,0.138,0.18,0.186,13496
0.13,0.13,0.3,0.44,13497
0.072,0.086,0.62,0.222,13498
0.146,0.108,0.608,0.138,13499
0.202,0.13,0.502,0.166,13500
0.134,0.262,0.098,0.506,13501
0.172,0.138,0.564,0.126,13502
0.238,0.19,0.132,0.44,13503
0.07,0.51,0.14,0.28,13504
0.272,0.15,0.092,0.486,13505
0.094,0.37,0.096,0.44,13506
0.194,0.114,0.55,0.142,13507
0.118,0.108,0.302,0.472,13508
0.132,0.134,0.258,0.476,13509
0.19,0.376,0.192,0.242,13510
0.112,0.51,0.202,0.176,13511
0.342,0.11,0.438,0.11,13512
0.08,0.196,0.288,0.436,13513
0.106,0.306,0.132,0.456,13514
0.294,0.128,0.148,0.43,13515
0.096,0.104,0.584,0.216,13516
0.076,0.136,0.61,0.178,13517
0.276,0.11,0.13,0.484,13518
0.162,0.202,0.114,0.522,13519
0.596,0.088,0.1,0.216,13520
0.158,0.096,0.602,0.144,13521
0.13,0.142,0.256,0.472,13522
0.234,0.116,0.222,0.428,13523
0.134,0.19,0.11,0.566,13524
0.266,0.144,0.13,0.46,13525
0.11,0.162,0.256,0.472,13526
0.112,0.332,0.112,0.444,13527
0.49,0.15,0.08,0.28,13528
0.146,0.262,0.322,0.27,13529
0.188,0.448,0.108,0.256,13530
0.462,0.158,0.154,0.226,13531
0.142,0.184,0.442,0.232,13532
0.128,0.132,0.47,0.27,13533
0.13,0.36,0.24,0.27,13534
0.124,0.308,0.22,0.348,13535
0.16,0.24,0.302,0.298,13536
0.23,0.18,0.284,0.306,13537
0.108,0.18,0.378,0.334,13538
0.14,0.43,0.156,0.274,13539
0.37,0.202,0.164,0.264,13540
0.186,0.16,0.324,0.33,13541
0.344,0.228,0.126,0.302,13542
0.178,0.154,0.35,0.318,13543
0.214,0.172,0.262,0.352,13544
0.21,0.518,0.11,0.162,13545
0.158,0.192,0.284,0.366,13546
0.408,0.172,0.15,0.27,13547
0.134,0.378,0.308,0.18,13548
0.19,0.17,0.338,0.302,13549
0.224,0.264,0.408,0.104,13550
0.276,0.196,0.284,0.244,13551
0.332,0.476,0.086,0.106,13552
0.176,0.354,0.142,0.328,13553
0.124,0.28,0.212,0.384,13554
0.164,0.354,0.146,0.336,13555
0.116,0.228,0.434,0.222,13556
