"No","Ch1","Ch2","Ch3","Ch4"
23035,0.322,0.122,0.122,0.434
23036,0.106,0.478,0.1,0.316
23037,0.474,0.112,0.156,0.258
23038,0.264,0.53,0.092,0.114
23039,0.508,0.11,0.116,0.266
23040,0.106,0.138,0.168,0.588
23041,0.226,0.112,0.326,0.336
23042,0.308,0.13,0.118,0.444
23043,0.096,0.158,0.248,0.498
23044,0.254,0.188,0.31,0.248
23045,0.362,0.084,0.21,0.344
23046,0.594,0.118,0.094,0.194
23047,0.102,0.214,0.518,0.166
23048,0.72,0.072,0.106,0.102
23049,0.198,0.232,0.102,0.468
23050,0.122,0.616,0.184,0.078
23051,0.336,0.136,0.434,0.094
23052,0.268,0.574,0.082,0.076
23053,0.38,0.084,0.122,0.414
23054,0.462,0.056,0.378,0.104
23055,0.742,0.126,0.06,0.072
23056,0.148,0.082,0.26,0.51
23057,0.196,0.55,0.078,0.176
23058,0.052,0.558,0.28,0.11
23059,0.458,0.134,0.19,0.218
23060,0.616,0.1,0.066,0.218
23061,0.548,0.224,0.172,0.056
23062,0.072,0.152,0.192,0.584
23063,0.214,0.082,0.588,0.116
23064,0.08,0.196,0.58,0.144
23065,0.07,0.186,0.6,0.144
23066,0.09,0.764,0.05,0.096
23067,0.368,0.07,0.32,0.242
23068,0.754,0.112,0.07,0.064
23069,0.064,0.644,0.108,0.184
23070,0.174,0.6,0.07,0.156
23071,0.038,0.592,0.252,0.118
23072,0.182,0.048,0.612,0.158
23073,0.064,0.042,0.714,0.18
23074,0.58,0.12,0.07,0.23
23075,0.434,0.292,0.06,0.214
23076,0.492,0.148,0.078,0.282
23077,0.734,0.054,0.134,0.078
23078,0.05,0.15,0.698,0.102
23079,0.622,0.126,0.168,0.084
23080,0.388,0.258,0.08,0.274
23081,0.038,0.058,0.808,0.096
23082,0.138,0.716,0.048,0.098
23083,0.12,0.51,0.232,0.138
23084,0.056,0.15,0.66,0.134
23085,0.146,0.108,0.148,0.598
23086,0.186,0.274,0.134,0.406
23087,0.12,0.196,0.186,0.498
23088,0.144,0.18,0.266,0.41
23089,0.3,0.208,0.138,0.354
23090,0.178,0.18,0.164,0.478
23091,0.17,0.262,0.138,0.43
23092,0.234,0.142,0.192,0.432
23093,0.196,0.146,0.184,0.474
23094,0.252,0.166,0.138,0.444
23095,0.096,0.262,0.138,0.504
23096,0.174,0.122,0.21,0.494
23097,0.27,0.1,0.218,0.412
23098,0.124,0.244,0.198,0.434
23099,0.292,0.196,0.096,0.416
23100,0.134,0.168,0.316,0.382
23101,0.106,0.246,0.152,0.496
23102,0.276,0.166,0.106,0.452
23103,0.154,0.228,0.226,0.392
23104,0.128,0.216,0.178,0.478
23105,0.134,0.514,0.132,0.22
23106,0.324,0.194,0.226,0.256
23107,0.268,0.228,0.414,0.09
23108,0.238,0.24,0.138,0.384
23109,0.228,0.214,0.306,0.252
23110,0.38,0.104,0.214,0.302
23111,0.11,0.518,0.17,0.202
23112,0.182,0.146,0.566,0.106
23113,0.176,0.422,0.168,0.234
23114,0.104,0.288,0.412,0.196
23115,0.142,0.294,0.368,0.196
23116,0.046,0.642,0.048,0.264
23117,0.184,0.112,0.486,0.218
23118,0.132,0.114,0.394,0.36
23119,0.098,0.292,0.204,0.406
23120,0.508,0.178,0.126,0.188
23121,0.356,0.314,0.1,0.23
23122,0.262,0.202,0.218,0.318
23123,0.08,0.386,0.198,0.336
23124,0.178,0.288,0.082,0.452
23125,0.108,0.382,0.248,0.262
23126,0.266,0.172,0.188,0.374
23127,0.268,0.132,0.33,0.27
23128,0.486,0.152,0.108,0.254
23129,0.236,0.274,0.112,0.378
23130,0.142,0.452,0.066,0.34
23131,0.152,0.116,0.56,0.172
23132,0.45,0.16,0.156,0.234
23133,0.07,0.144,0.69,0.096
23134,0.12,0.162,0.292,0.426
23135,0.134,0.352,0.138,0.376
23136,0.4,0.11,0.3,0.19
23137,0.132,0.158,0.184,0.526
23138,0.14,0.19,0.488,0.182
23139,0.284,0.236,0.108,0.372
23140,0.078,0.45,0.106,0.366
23141,0.134,0.412,0.118,0.336
23142,0.444,0.096,0.368,0.092
23143,0.17,0.28,0.304,0.246
23144,0.096,0.33,0.342,0.232
23145,0.142,0.436,0.124,0.298
23146,0.092,0.558,0.26,0.09
23147,0.106,0.136,0.182,0.576
23148,0.144,0.596,0.106,0.154
23149,0.428,0.244,0.15,0.178
23150,0.112,0.35,0.138,0.4
23151,0.284,0.112,0.49,0.114
23152,0.092,0.126,0.43,0.352
23153,0.346,0.272,0.11,0.272
23154,0.098,0.176,0.182,0.544
23155,0.458,0.214,0.108,0.22
23156,0.32,0.206,0.116,0.358
23157,0.116,0.6,0.112,0.172
23158,0.53,0.158,0.124,0.188
23159,0.342,0.316,0.102,0.24
23160,0.092,0.18,0.154,0.574
23161,0.338,0.41,0.068,0.184
23162,0.204,0.232,0.114,0.45
23163,0.118,0.666,0.072,0.144
23164,0.178,0.576,0.104,0.142
23165,0.082,0.19,0.38,0.348
23166,0.492,0.112,0.102,0.294
23167,0.214,0.128,0.208,0.45
23168,0.154,0.07,0.258,0.518
23169,0.268,0.17,0.434,0.128
23170,0.076,0.124,0.138,0.662
23171,0.202,0.112,0.234,0.452
23172,0.136,0.556,0.09,0.218
23173,0.09,0.072,0.188,0.65
23174,0.638,0.138,0.066,0.158
23175,0.412,0.134,0.15,0.304
23176,0.064,0.624,0.088,0.224
23177,0.592,0.138,0.194,0.076
23178,0.148,0.35,0.278,0.224
23179,0.124,0.598,0.084,0.194
23180,0.068,0.23,0.518,0.184
23181,0.118,0.458,0.122,0.302
23182,0.522,0.166,0.186,0.126
23183,0.228,0.238,0.138,0.396
23184,0.172,0.214,0.364,0.25
23185,0.244,0.204,0.178,0.374
23186,0.276,0.204,0.146,0.374
23187,0.11,0.22,0.534,0.136
23188,0.232,0.492,0.178,0.098
23189,0.184,0.152,0.202,0.462
23190,0.166,0.192,0.24,0.402
23191,0.178,0.41,0.16,0.252
23192,0.242,0.234,0.176,0.348
23193,0.15,0.228,0.19,0.432
23194,0.396,0.184,0.198,0.222
23195,0.334,0.218,0.16,0.288
23196,0.164,0.286,0.24,0.31
23197,0.186,0.24,0.206,0.368
23198,0.164,0.226,0.226,0.384
23199,0.41,0.198,0.09,0.302
23200,0.118,0.178,0.518,0.186
23201,0.262,0.218,0.306,0.214
23202,0.142,0.324,0.394,0.14
23203,0.116,0.546,0.156,0.182
23204,0.122,0.34,0.158,0.38
23205,0.152,0.2,0.436,0.212
23206,0.284,0.268,0.12,0.328
23207,0.374,0.2,0.258,0.168
23208,0.248,0.208,0.206,0.338
23209,0.178,0.346,0.162,0.314
23210,0.348,0.284,0.172,0.196
23211,0.292,0.38,0.142,0.186
23212,0.118,0.296,0.244,0.342
23213,0.11,0.126,0.46,0.304
23214,0.388,0.148,0.302,0.162
23215,0.35,0.17,0.146,0.334
23216,0.216,0.19,0.224,0.37
23217,0.094,0.378,0.132,0.396
23218,0.132,0.212,0.284,0.372
23219,0.218,0.166,0.168,0.448
23220,0.42,0.114,0.158,0.308
23221,0.442,0.12,0.154,0.284
23222,0.196,0.152,0.388,0.264
23223,0.222,0.282,0.208,0.288
23224,0.158,0.18,0.228,0.434
23225,0.31,0.388,0.098,0.204
23226,0.126,0.176,0.322,0.376
23227,0.408,0.206,0.126,0.26
23228,0.18,0.122,0.168,0.53
23229,0.218,0.144,0.26,0.378
23230,0.156,0.304,0.138,0.402
23231,0.11,0.256,0.162,0.472
23232,0.28,0.222,0.17,0.328
23233,0.166,0.228,0.29,0.316
23234,0.222,0.144,0.148,0.486
23235,0.16,0.108,0.33,0.402
23236,0.434,0.116,0.164,0.286
23237,0.116,0.172,0.296,0.416
23238,0.098,0.176,0.262,0.464
23239,0.216,0.312,0.096,0.376
23240,0.182,0.452,0.076,0.29
23241,0.29,0.126,0.212,0.372
23242,0.336,0.226,0.206,0.232
23243,0.196,0.172,0.264,0.368
23244,0.184,0.398,0.228,0.19
23245,0.364,0.202,0.124,0.31
23246,0.284,0.172,0.216,0.328
23247,0.218,0.094,0.276,0.412
23248,0.226,0.346,0.234,0.194
23249,0.254,0.168,0.242,0.336
23250,0.146,0.242,0.464,0.148
23251,0.124,0.556,0.2,0.12
23252,0.094,0.248,0.382,0.276
23253,0.272,0.218,0.354,0.156
23254,0.502,0.216,0.166,0.116
23255,0.242,0.236,0.176,0.346
23256,0.472,0.186,0.138,0.204
23257,0.184,0.532,0.116,0.168
23258,0.472,0.122,0.23,0.176
23259,0.214,0.128,0.3,0.358
23260,0.088,0.196,0.442,0.274
23261,0.13,0.412,0.174,0.284
23262,0.586,0.134,0.112,0.168
23263,0.518,0.098,0.286,0.098
23264,0.104,0.332,0.252,0.312
23265,0.532,0.128,0.102,0.238
23266,0.198,0.17,0.114,0.518
23267,0.216,0.206,0.324,0.254
23268,0.26,0.168,0.15,0.422
23269,0.19,0.39,0.106,0.314
23270,0.092,0.278,0.456,0.174
23271,0.284,0.138,0.132,0.446
23272,0.106,0.194,0.516,0.184
23273,0.144,0.348,0.166,0.342
23274,0.384,0.136,0.138,0.342
23275,0.168,0.164,0.26,0.408
23276,0.222,0.302,0.206,0.27
23277,0.716,0.126,0.056,0.102
23278,0.316,0.076,0.216,0.392
23279,0.244,0.43,0.082,0.244
23280,0.294,0.25,0.24,0.216
23281,0.364,0.348,0.118,0.17
23282,0.194,0.27,0.364,0.172
23283,0.078,0.176,0.624,0.122
23284,0.11,0.29,0.312,0.288
23285,0.352,0.3,0.08,0.268
23286,0.174,0.086,0.596,0.144
23287,0.102,0.142,0.358,0.398
23288,0.658,0.078,0.078,0.186
23289,0.096,0.536,0.16,0.208
23290,0.132,0.374,0.082,0.412
23291,0.364,0.268,0.114,0.254
23292,0.146,0.302,0.312,0.24
23293,0.708,0.134,0.074,0.084
23294,0.366,0.206,0.092,0.336
23295,0.252,0.104,0.474,0.17
23296,0.076,0.296,0.412,0.216
23297,0.106,0.082,0.578,0.234
23298,0.266,0.1,0.302,0.332
23299,0.266,0.206,0.122,0.406
23300,0.408,0.234,0.236,0.122
23301,0.306,0.154,0.148,0.392
23302,0.194,0.22,0.452,0.134
23303,0.106,0.154,0.454,0.286
23304,0.108,0.292,0.164,0.436
23305,0.314,0.168,0.15,0.368
23306,0.116,0.532,0.186,0.166
23307,0.14,0.214,0.218,0.428
23308,0.136,0.218,0.46,0.186
23309,0.204,0.192,0.136,0.468
23310,0.108,0.188,0.486,0.218
23311,0.12,0.152,0.208,0.52
23312,0.286,0.144,0.45,0.12
23313,0.172,0.152,0.232,0.444
23314,0.364,0.094,0.244,0.298
23315,0.326,0.306,0.224,0.144
23316,0.172,0.18,0.394,0.254
23317,0.266,0.218,0.232,0.284
23318,0.214,0.21,0.358,0.218
23319,0.242,0.308,0.136,0.314
23320,0.188,0.102,0.292,0.418
23321,0.366,0.088,0.364,0.182
23322,0.112,0.072,0.582,0.234
23323,0.294,0.242,0.256,0.208
23324,0.376,0.238,0.156,0.23
23325,0.186,0.258,0.342,0.214
23326,0.158,0.294,0.168,0.38
23327,0.134,0.182,0.472,0.212
23328,0.144,0.394,0.124,0.338
23329,0.256,0.174,0.21,0.36
23330,0.196,0.26,0.354,0.19
23331,0.164,0.51,0.194,0.132
23332,0.114,0.378,0.354,0.154
23333,0.506,0.092,0.082,0.32
23334,0.228,0.102,0.19,0.48
23335,0.306,0.114,0.136,0.444
23336,0.084,0.128,0.406,0.382
23337,0.452,0.088,0.136,0.324
23338,0.25,0.082,0.476,0.192
23339,0.116,0.16,0.222,0.502
23340,0.116,0.104,0.29,0.49
23341,0.094,0.088,0.356,0.462
23342,0.348,0.088,0.17,0.394
23343,0.146,0.198,0.096,0.56
23344,0.14,0.18,0.106,0.574
23345,0.11,0.108,0.186,0.596
23346,0.14,0.37,0.092,0.398
23347,0.154,0.176,0.12,0.55
23348,0.148,0.242,0.286,0.324
23349,0.092,0.144,0.424,0.34
23350,0.146,0.344,0.11,0.4
23351,0.134,0.222,0.24,0.404
23352,0.158,0.196,0.358,0.288
23353,0.144,0.406,0.168,0.282
23354,0.154,0.458,0.142,0.246
23355,0.222,0.382,0.16,0.236
23356,0.304,0.144,0.366,0.186
23357,0.14,0.402,0.194,0.264
23358,0.282,0.18,0.304,0.234
23359,0.376,0.218,0.18,0.226
23360,0.426,0.316,0.136,0.122
23361,0.22,0.19,0.304,0.286
23362,0.24,0.23,0.248,0.282
23363,0.198,0.33,0.268,0.204
23364,0.16,0.278,0.26,0.302
23365,0.366,0.264,0.186,0.184
23366,0.188,0.17,0.404,0.238
23367,0.228,0.28,0.35,0.142
23368,0.176,0.246,0.362,0.216
23369,0.428,0.186,0.166,0.22
23370,0.198,0.216,0.404,0.182
23371,0.496,0.156,0.15,0.198
23372,0.35,0.098,0.112,0.44
23373,0.126,0.3,0.356,0.218
23374,0.078,0.324,0.404,0.194
23375,0.232,0.322,0.262,0.184
23376,0.226,0.226,0.352,0.196
23377,0.244,0.142,0.39,0.224
23378,0.472,0.146,0.196,0.186
23379,0.148,0.102,0.408,0.342
23380,0.16,0.546,0.082,0.212
23381,0.18,0.31,0.216,0.294
23382,0.116,0.114,0.434,0.336
23383,0.154,0.546,0.14,0.16
23384,0.504,0.142,0.164,0.19
23385,0.194,0.398,0.292,0.116
23386,0.144,0.492,0.09,0.274
23387,0.228,0.248,0.126,0.398
23388,0.16,0.18,0.302,0.358
23389,0.104,0.142,0.34,0.414
23390,0.152,0.436,0.184,0.228
23391,0.184,0.24,0.428,0.148
23392,0.124,0.254,0.492,0.13
23393,0.084,0.598,0.218,0.1
23394,0.28,0.368,0.23,0.122
23395,0.124,0.18,0.478,0.218
23396,0.498,0.164,0.186,0.152
23397,0.424,0.284,0.152,0.14
23398,0.19,0.546,0.152,0.112
23399,0.138,0.504,0.16,0.198
23400,0.492,0.152,0.138,0.218
23401,0.348,0.284,0.152,0.216
23402,0.118,0.554,0.256,0.072
23403,0.146,0.16,0.48,0.214
23404,0.108,0.568,0.234,0.09
23405,0.122,0.494,0.176,0.208
23406,0.534,0.154,0.238,0.074
23407,0.234,0.16,0.156,0.45
23408,0.438,0.198,0.162,0.202
23409,0.266,0.356,0.18,0.198
23410,0.142,0.318,0.332,0.208
23411,0.15,0.216,0.32,0.314
23412,0.172,0.316,0.346,0.166
23413,0.17,0.256,0.154,0.42
23414,0.164,0.364,0.126,0.346
23415,0.374,0.234,0.072,0.32
23416,0.128,0.424,0.104,0.344
23417,0.246,0.13,0.324,0.3
23418,0.158,0.234,0.164,0.444
23419,0.18,0.274,0.144,0.402
23420,0.12,0.112,0.474,0.294
23421,0.324,0.17,0.118,0.388
23422,0.122,0.158,0.28,0.44
23423,0.392,0.09,0.216,0.302
23424,0.238,0.112,0.182,0.468
23425,0.264,0.238,0.12,0.378
23426,0.18,0.318,0.216,0.286
23427,0.412,0.12,0.26,0.208
23428,0.24,0.28,0.272,0.208
23429,0.108,0.618,0.102,0.172
23430,0.482,0.122,0.244,0.152
23431,0.242,0.348,0.358,0.052
23432,0.198,0.184,0.274,0.344
23433,0.508,0.22,0.13,0.142
23434,0.182,0.252,0.428,0.138
23435,0.23,0.274,0.158,0.338
23436,0.424,0.138,0.21,0.228
23437,0.252,0.398,0.156,0.194
23438,0.18,0.182,0.496,0.142
23439,0.148,0.41,0.178,0.264
23440,0.44,0.304,0.108,0.148
23441,0.148,0.138,0.312,0.402
23442,0.438,0.308,0.11,0.144
23443,0.27,0.154,0.378,0.198
23444,0.13,0.212,0.568,0.09
23445,0.106,0.164,0.598,0.132
23446,0.572,0.142,0.102,0.184
23447,0.384,0.14,0.258,0.218
23448,0.168,0.212,0.088,0.532
23449,0.424,0.126,0.176,0.274
23450,0.11,0.126,0.336,0.428
23451,0.134,0.384,0.24,0.242
23452,0.138,0.458,0.12,0.284
23453,0.47,0.156,0.144,0.23
23454,0.232,0.156,0.168,0.444
23455,0.252,0.116,0.156,0.476
23456,0.222,0.502,0.122,0.154
23457,0.158,0.124,0.288,0.43
23458,0.078,0.348,0.268,0.306
23459,0.198,0.464,0.094,0.244
23460,0.22,0.594,0.08,0.106
23461,0.076,0.392,0.322,0.21
23462,0.478,0.188,0.102,0.232
23463,0.138,0.178,0.37,0.314
23464,0.092,0.12,0.364,0.424
23465,0.364,0.188,0.136,0.312
23466,0.308,0.07,0.08,0.542
23467,0.08,0.51,0.152,0.258
23468,0.382,0.106,0.08,0.432
23469,0.092,0.066,0.644,0.198
23470,0.42,0.242,0.084,0.254
23471,0.088,0.342,0.468,0.102
23472,0.14,0.26,0.248,0.352
23473,0.152,0.118,0.22,0.51
23474,0.23,0.15,0.168,0.452
23475,0.106,0.484,0.062,0.348
23476,0.13,0.39,0.088,0.392
23477,0.208,0.088,0.198,0.506
23478,0.098,0.568,0.114,0.22
23479,0.126,0.128,0.138,0.608
23480,0.062,0.402,0.452,0.084
23481,0.158,0.562,0.062,0.218
23482,0.53,0.138,0.204,0.128
23483,0.168,0.108,0.182,0.542
23484,0.126,0.246,0.54,0.088
23485,0.152,0.49,0.07,0.288
23486,0.082,0.472,0.108,0.338
23487,0.154,0.534,0.048,0.264
23488,0.24,0.4,0.13,0.23
23489,0.326,0.094,0.178,0.402
23490,0.062,0.062,0.556,0.32
23491,0.08,0.22,0.154,0.546
23492,0.072,0.598,0.226,0.104
23493,0.162,0.144,0.116,0.578
23494,0.384,0.332,0.054,0.23
23495,0.084,0.702,0.058,0.156
23496,0.198,0.406,0.062,0.334
23497,0.3,0.518,0.06,0.122
23498,0.204,0.05,0.216,0.53
23499,0.07,0.14,0.202,0.588
23500,0.142,0.13,0.492,0.236
23501,0.324,0.168,0.334,0.174
23502,0.216,0.058,0.46,0.266
23503,0.418,0.098,0.092,0.392
23504,0.228,0.354,0.23,0.188
23505,0.132,0.214,0.438,0.216
23506,0.202,0.202,0.426,0.17
23507,0.516,0.218,0.104,0.162
23508,0.142,0.2,0.24,0.418
23509,0.256,0.286,0.12,0.338
23510,0.286,0.104,0.29,0.32
23511,0.284,0.116,0.146,0.454
23512,0.448,0.192,0.076,0.284
23513,0.102,0.242,0.114,0.542
23514,0.33,0.136,0.192,0.342
23515,0.448,0.088,0.3,0.164
23516,0.33,0.144,0.286,0.24
23517,0.458,0.14,0.104,0.298
23518,0.12,0.112,0.554,0.214
23519,0.086,0.38,0.114,0.42
23520,0.394,0.128,0.086,0.392
23521,0.15,0.29,0.374,0.186
23522,0.15,0.304,0.158,0.388
23523,0.054,0.446,0.106,0.394
23524,0.21,0.386,0.112,0.292
23525,0.114,0.206,0.08,0.6
23526,0.056,0.132,0.57,0.242
23527,0.16,0.272,0.236,0.332
23528,0.062,0.534,0.142,0.262
23529,0.138,0.286,0.108,0.468
23530,0.088,0.088,0.572,0.252
23531,0.312,0.074,0.072,0.542
23532,0.188,0.118,0.074,0.62
23533,0.276,0.144,0.088,0.492
23534,0.266,0.106,0.154,0.474
23535,0.094,0.128,0.166,0.612
23536,0.118,0.12,0.162,0.6
23537,0.128,0.204,0.09,0.578
23538,0.46,0.232,0.078,0.23
23539,0.09,0.098,0.15,0.662
23540,0.09,0.072,0.388,0.45
23541,0.07,0.22,0.084,0.626
23542,0.08,0.162,0.474,0.284
23543,0.364,0.228,0.128,0.28
23544,0.104,0.27,0.468,0.158
23545,0.24,0.128,0.134,0.498
23546,0.096,0.22,0.48,0.204
23547,0.228,0.438,0.086,0.248
23548,0.302,0.13,0.144,0.424
23549,0.248,0.124,0.176,0.452
23550,0.114,0.176,0.226,0.484
23551,0.314,0.298,0.236,0.152
23552,0.116,0.452,0.336,0.096
23553,0.068,0.704,0.076,0.152
23554,0.34,0.336,0.15,0.174
23555,0.08,0.306,0.406,0.208
23556,0.418,0.128,0.152,0.302
23557,0.102,0.102,0.538,0.258
23558,0.172,0.116,0.504,0.208
23559,0.228,0.114,0.336,0.322
23560,0.104,0.1,0.362,0.434
23561,0.378,0.23,0.244,0.148
23562,0.376,0.136,0.078,0.41
23563,0.176,0.568,0.118,0.138
23564,0.072,0.452,0.324,0.152
23565,0.052,0.068,0.668,0.212
23566,0.622,0.12,0.052,0.206
23567,0.118,0.662,0.076,0.144
23568,0.108,0.444,0.044,0.404
23569,0.776,0.064,0.08,0.08
23570,0.12,0.732,0.086,0.062
23571,0.094,0.074,0.16,0.672
23572,0.108,0.658,0.058,0.176
23573,0.086,0.054,0.084,0.776
23574,0.134,0.59,0.138,0.138
23575,0.088,0.152,0.158,0.602
23576,0.112,0.136,0.094,0.658
23577,0.706,0.122,0.064,0.108
23578,0.206,0.064,0.084,0.646
23579,0.092,0.514,0.08,0.314
23580,0.164,0.458,0.108,0.27
23581,0.202,0.162,0.322,0.314
23582,0.084,0.26,0.466,0.19
23583,0.5,0.114,0.134,0.252
23584,0.474,0.15,0.132,0.244
23585,0.502,0.166,0.102,0.23
23586,0.194,0.38,0.148,0.278
23587,0.154,0.124,0.358,0.364
23588,0.144,0.112,0.324,0.42
23589,0.508,0.126,0.106,0.26
23590,0.334,0.134,0.15,0.382
23591,0.534,0.124,0.108,0.234
23592,0.444,0.098,0.1,0.358
23593,0.128,0.482,0.118,0.272
23594,0.466,0.12,0.23,0.184
23595,0.192,0.142,0.46,0.206
23596,0.102,0.344,0.162,0.392
23597,0.228,0.126,0.188,0.458
23598,0.444,0.128,0.116,0.312
23599,0.122,0.432,0.226,0.22
23600,0.31,0.364,0.136,0.19
23601,0.258,0.274,0.326,0.142
23602,0.272,0.414,0.226,0.088
23603,0.096,0.328,0.386,0.19
23604,0.376,0.354,0.138,0.132
23605,0.27,0.178,0.222,0.33
23606,0.23,0.332,0.13,0.308
23607,0.254,0.358,0.13,0.258
23608,0.358,0.142,0.272,0.228
23609,0.244,0.234,0.368,0.154
23610,0.218,0.466,0.128,0.188
23611,0.188,0.116,0.504,0.192
23612,0.234,0.176,0.218,0.372
23613,0.206,0.382,0.226,0.186
23614,0.382,0.406,0.118,0.094
23615,0.182,0.348,0.102,0.368
23616,0.364,0.164,0.256,0.216
23617,0.158,0.556,0.128,0.158
23618,0.388,0.096,0.168,0.348
23619,0.212,0.21,0.238,0.34
23620,0.208,0.26,0.07,0.462
23621,0.194,0.258,0.086,0.462
23622,0.12,0.314,0.068,0.498
23623,0.092,0.198,0.11,0.6
23624,0.07,0.748,0.066,0.116
23625,0.102,0.19,0.192,0.516
23626,0.248,0.296,0.096,0.36
23627,0.276,0.088,0.404,0.232
23628,0.278,0.144,0.1,0.478
23629,0.182,0.27,0.114,0.434
23630,0.38,0.3,0.076,0.244
23631,0.078,0.288,0.37,0.264
23632,0.214,0.084,0.25,0.452
23633,0.082,0.45,0.272,0.196
23634,0.658,0.082,0.064,0.196
23635,0.098,0.342,0.132,0.428
23636,0.084,0.418,0.28,0.218
23637,0.208,0.464,0.098,0.23
23638,0.6,0.142,0.136,0.122
23639,0.258,0.116,0.484,0.142
23640,0.158,0.092,0.45,0.3
23641,0.104,0.29,0.19,0.416
23642,0.11,0.134,0.438,0.318
23643,0.354,0.47,0.084,0.092
23644,0.196,0.368,0.146,0.29
23645,0.148,0.31,0.086,0.456
23646,0.138,0.348,0.158,0.356
23647,0.162,0.58,0.1,0.158
23648,0.228,0.428,0.09,0.254
23649,0.282,0.244,0.154,0.32
23650,0.148,0.246,0.112,0.494
23651,0.088,0.524,0.136,0.252
23652,0.062,0.122,0.718,0.098
23653,0.088,0.102,0.59,0.22
23654,0.106,0.152,0.496,0.246
23655,0.23,0.496,0.088,0.186
23656,0.218,0.224,0.188,0.37
23657,0.422,0.228,0.124,0.226
23658,0.24,0.126,0.308,0.326
23659,0.472,0.232,0.094,0.202
23660,0.16,0.172,0.192,0.476
23661,0.168,0.152,0.164,0.516
23662,0.142,0.34,0.168,0.35
23663,0.234,0.19,0.208,0.368
23664,0.116,0.322,0.16,0.402
23665,0.218,0.264,0.148,0.37
23666,0.35,0.122,0.16,0.368
23667,0.216,0.12,0.426,0.238
23668,0.44,0.106,0.138,0.316
23669,0.214,0.354,0.142,0.29
23670,0.158,0.122,0.49,0.23
23671,0.162,0.342,0.274,0.222
23672,0.278,0.152,0.326,0.244
23673,0.354,0.322,0.1,0.224
23674,0.116,0.184,0.51,0.19
23675,0.124,0.618,0.102,0.156
23676,0.364,0.134,0.078,0.424
23677,0.11,0.468,0.184,0.238
23678,0.548,0.134,0.064,0.254
23679,0.556,0.092,0.252,0.1
23680,0.08,0.354,0.386,0.18
23681,0.354,0.2,0.342,0.104
23682,0.33,0.236,0.284,0.15
23683,0.3,0.1,0.39,0.21
23684,0.426,0.372,0.104,0.098
23685,0.208,0.524,0.216,0.052
23686,0.082,0.328,0.294,0.296
23687,0.346,0.118,0.234,0.302
23688,0.212,0.112,0.224,0.452
23689,0.11,0.452,0.324,0.114
23690,0.314,0.36,0.068,0.258
23691,0.08,0.13,0.522,0.268
23692,0.066,0.614,0.1,0.22
23693,0.086,0.508,0.286,0.12
23694,0.094,0.432,0.216,0.258
23695,0.038,0.364,0.34,0.258
23696,0.806,0.08,0.03,0.084
23697,0.484,0.076,0.164,0.276
23698,0.334,0.282,0.1,0.284
23699,0.092,0.592,0.064,0.252
23700,0.522,0.068,0.206,0.204
23701,0.128,0.482,0.238,0.152
23702,0.116,0.358,0.444,0.082
23703,0.236,0.432,0.192,0.14
23704,0.13,0.128,0.474,0.268
23705,0.126,0.468,0.25,0.156
23706,0.66,0.048,0.122,0.17
23707,0.332,0.504,0.04,0.124
23708,0.298,0.496,0.108,0.098
23709,0.088,0.388,0.114,0.41
23710,0.616,0.078,0.084,0.222
23711,0.136,0.316,0.464,0.084
23712,0.302,0.086,0.388,0.224
23713,0.122,0.208,0.456,0.214
23714,0.156,0.096,0.568,0.18
23715,0.238,0.108,0.514,0.14
23716,0.532,0.168,0.108,0.192
23717,0.166,0.436,0.116,0.282
23718,0.124,0.146,0.512,0.218
23719,0.358,0.326,0.104,0.212
23720,0.134,0.222,0.482,0.162
23721,0.682,0.108,0.146,0.064
23722,0.112,0.264,0.342,0.282
23723,0.104,0.474,0.226,0.196
23724,0.256,0.334,0.1,0.31
23725,0.144,0.11,0.678,0.068
23726,0.202,0.394,0.182,0.222
23727,0.306,0.146,0.264,0.284
23728,0.258,0.212,0.178,0.352
23729,0.084,0.638,0.112,0.166
23730,0.158,0.484,0.11,0.248
23731,0.178,0.294,0.162,0.366
23732,0.314,0.232,0.104,0.35
23733,0.462,0.21,0.074,0.254
23734,0.12,0.092,0.332,0.456
23735,0.336,0.112,0.158,0.394
23736,0.094,0.168,0.34,0.398
23737,0.204,0.602,0.068,0.126
23738,0.362,0.114,0.112,0.412
23739,0.124,0.108,0.13,0.638
23740,0.11,0.062,0.672,0.156
23741,0.082,0.142,0.41,0.366
23742,0.102,0.246,0.15,0.502
23743,0.12,0.65,0.086,0.144
23744,0.066,0.66,0.106,0.168
23745,0.45,0.16,0.096,0.294
23746,0.482,0.216,0.106,0.196
23747,0.162,0.248,0.448,0.142
23748,0.206,0.346,0.122,0.326
23749,0.476,0.198,0.15,0.176
23750,0.218,0.244,0.374,0.164
23751,0.13,0.25,0.4,0.22
23752,0.138,0.354,0.132,0.376
23753,0.262,0.182,0.164,0.392
23754,0.198,0.2,0.214,0.388
23755,0.472,0.156,0.162,0.21
23756,0.186,0.29,0.146,0.378
23757,0.186,0.544,0.094,0.176
23758,0.282,0.204,0.098,0.416
23759,0.164,0.198,0.368,0.27
23760,0.242,0.112,0.51,0.136
23761,0.222,0.136,0.33,0.312
23762,0.384,0.15,0.178,0.288
23763,0.444,0.184,0.11,0.262
23764,0.374,0.14,0.166,0.32
23765,0.148,0.126,0.336,0.39
23766,0.134,0.102,0.58,0.184
23767,0.326,0.342,0.122,0.21
23768,0.182,0.176,0.184,0.458
23769,0.132,0.168,0.308,0.392
